air_temp [K],process_temp [K],speed [RPM],torque [Nm],tool_wear [min],product_type_H,product_type_L,product_type_M
0.4108695652173888,0.40987654320987454,0.13387660069848661,0.5616758241758242,0.8616600790513834,0,1,0
0.8347826086956539,0.7691358024691359,0.1850989522700815,0.5818681318681319,0.9604743083003953,0,1,0
0.923913043478262,0.888888888888885,0.12223515715948778,0.5741758241758242,0.7272727272727273,1,0,0
0.5869565217391287,0.5679012345679024,0.28754365541327126,0.42032967032967034,0.22529644268774704,0,1,0
0.7684782608695654,0.5641975308641951,0.12165308498253784,0.6885989010989012,0.6521739130434783,0,1,0
0.21413043478260574,0.333333333333331,0.12514551804423749,0.8043956043956044,0.383399209486166,1,0,0
0.4771739130434774,0.5185185185185157,0.16821885913853318,0.573901098901099,0.8221343873517787,0,1,0
0.2260869565217377,0.3802469135802439,0.09080325960419092,0.7862637362637364,0.8063241106719368,0,1,0
0.652173913043479,0.6172839506172823,0.34516880093131547,0.2815934065934066,0.6877470355731226,0,1,0
0.880434782608693,0.8765432098765435,0.20372526193247964,0.47939560439560447,0.40711462450592883,0,0,1
0.28260869565217056,0.20987654320987456,0.15541327124563445,0.5370879120879122,0.07114624505928854,0,0,1
0.7804347826086974,0.6308641975308641,0.09487776484284051,0.6671703296703297,0.6126482213438735,0,1,0
0.11956521739130078,0.20987654320987456,0.24330616996507567,0.43543956043956045,0.0,1,0,0
0.15434782608695843,0.22592592592592334,0.11757857974388825,0.6688186813186814,0.8616600790513834,0,1,0
0.33804347826087144,0.40740740740740766,0.05180442374854482,0.9042582417582418,0.4308300395256917,0,0,1
0.34782608695652095,0.2839506172839512,0.26542491268917345,0.35714285714285715,0.6324110671936759,0,1,0
0.26630434782608603,0.31851851851851565,0.11525029103608847,0.6615384615384616,0.8616600790513834,0,1,0
0.5282608695652196,0.533333333333331,0.09720605355064028,0.832967032967033,0.8102766798418972,0,1,0
0.5271739130434752,0.6518518518518537,0.03667054714784633,0.839010989010989,0.7747035573122529,0,1,0
0.4782608695652155,0.4197530864197561,0.31839348079161817,0.32967032967032966,0.758893280632411,0,1,0
0.5402173913043453,0.5345679012345644,0.46449359720605354,0.23873626373626372,0.8023715415019763,0,1,0
0.33695652173912716,0.3086419753086411,0.20954598370197905,0.44505494505494514,0.7747035573122529,0,1,0
0.33695652173912716,0.3950617283950592,0.19383003492433062,0.6346153846153847,0.8023715415019763,0,1,0
0.4782608695652155,0.6790123456790105,0.2607683352735739,0.5288461538461539,0.7114624505928854,0,0,1
0.6413043478260853,0.6172839506172823,0.2770663562281723,0.3818681318681319,0.6561264822134387,0,1,0
0.4152173913043476,0.4296296296296307,0.11292200232828871,0.6420329670329671,0.841897233201581,0,1,0
0.7880434782608705,0.6530864197530871,0.08847497089639116,0.6293956043956044,0.2845849802371542,0,1,0
0.708695652173912,0.7987654320987666,0.1140861466821886,0.7368131868131869,0.758893280632411,0,1,0
0.6369565217391328,0.6592592592592613,0.09371362048894064,0.8594780219780221,0.03162055335968379,0,1,0
0.880434782608693,0.7827160493827178,0.14318975552968569,0.6553571428571429,0.43873517786561267,0,1,0
0.44782608695652276,0.44444444444444603,0.13969732246798602,0.8335164835164837,0.7509881422924901,0,1,0
0.17391304347825737,0.22222222222222301,0.22584400465657742,0.37637362637362637,0.45849802371541504,0,0,1
0.9673913043478248,0.9259259259259234,0.12339930151338765,0.6167582417582419,0.06719367588932806,0,0,1
0.22826086956521396,0.44444444444444603,0.3440046565774156,0.2884615384615385,0.3201581027667984,0,1,0
0.6195652173913039,0.8024691358024669,0.3538998835855646,0.3434065934065934,0.5454545454545454,0,1,0
0.7054347826086975,0.6382716049382717,0.05878928987194412,0.809478021978022,0.7312252964426877,0,1,0
0.5652173913043473,0.7283950617283972,0.2869615832363213,0.3598901098901099,0.6245059288537549,0,1,0
0.5978260869565225,0.6913580246913589,0.1920838183934808,0.5000000000000001,0.2885375494071146,0,1,0
0.8217391304347839,0.6456790123456795,0.11059371362048893,0.5726648351648352,0.45849802371541504,0,1,0
0.23913043478260776,0.3086419753086411,0.18684516880093133,0.506868131868132,0.5573122529644269,0,1,0
0.34782608695652095,0.4691358024691359,0.3317811408614668,0.29395604395604397,0.19367588932806323,0,1,0
0.385869565217393,0.5358024691358049,0.12165308498253784,0.8061813186813188,0.36363636363636365,1,0,0
0.30434782608695815,0.3827160493827178,0.3742724097788126,0.2967032967032967,0.5810276679841897,0,0,1
0.5543478260869535,0.4320987654320976,0.20954598370197905,0.4587912087912089,0.9011857707509882,0,0,1
0.69673913043478,0.6345679012345644,0.1589057043073341,0.5581043956043956,0.83399209486166,0,1,0
0.45543478260869596,0.4395061728395052,0.2788125727590221,0.37486263736263736,0.6600790513833992,0,1,0
0.23913043478260776,0.4691358024691359,0.2910360884749709,0.33104395604395603,0.9486166007905138,1,0,0
0.3695652173913023,0.5679012345679024,0.16472642607683352,0.4972527472527473,0.33992094861660077,0,1,0
0.23913043478260776,0.2839506172839512,0.2281722933643772,0.4835164835164836,0.5573122529644269,0,0,1
0.7815217391304355,0.6604938271604948,0.07450523864959255,0.6906593406593406,0.19367588932806323,0,1,0
0.411956521739127,0.4382716049382718,0.14551804423748546,0.7832417582417583,0.4743083003952569,0,1,0
0.576086956521741,0.5679012345679024,0.259604190919674,0.396978021978022,0.0,0,0,1
0.7423913043478253,0.6049382716049407,0.110011641443539,0.6287087912087913,0.15810276679841898,0,1,0
0.7097826086956501,0.6617283950617282,0.119906868451688,0.7244505494505495,0.4268774703557312,1,0,0
0.4586956521739104,0.42345679012345644,0.15133876600698487,0.7396978021978022,0.07905138339920949,0,1,0
0.39130434782608375,0.6049382716049407,0.3213038416763679,0.29532967032967034,0.7786561264822134,0,0,1
0.40217391304347755,0.5432098765432125,0.24155995343422584,0.43956043956043955,0.5612648221343873,0,1,0
0.34782608695652095,0.4938271604938258,0.20663562281722933,0.5604395604395606,0.32806324110671936,0,0,1
0.4673913043478279,0.4320987654320976,0.22759022118742725,0.48489010989010994,0.43478260869565216,0,1,0
0.7815217391304355,0.6456790123456795,0.06868451688009314,0.864835164835165,0.43873517786561267,1,0,0
0.7804347826086974,0.6061728395061742,0.11816065192083819,0.5947802197802199,0.5691699604743083,0,1,0
0.48586956521738867,0.5938271604938258,0.15250291036088476,0.6304945054945056,0.9169960474308301,1,0,0
0.5326086956521721,0.7037037037037003,0.19033760186263096,0.5467032967032968,0.37549407114624506,0,1,0
0.6304347826086977,0.6790123456790105,0.24621653084982537,0.4285714285714286,0.8221343873517787,0,0,1
0.652173913043479,0.5432098765432125,0.28754365541327126,0.37362637362637363,0.14624505928853754,0,1,0
0.33695652173912716,0.2839506172839512,0.12339930151338765,0.6016483516483517,0.5138339920948617,0,1,0
0.6739130434782604,0.6283950617283972,0.26658905704307334,0.4232142857142857,0.8893280632411067,1,0,0
0.9271739130434764,0.9061728395061742,0.059953434225844,0.8847527472527472,0.6403162055335968,1,0,0
0.6358695652173884,0.5604938271604948,0.23573923166472643,0.4760989010989012,0.8537549407114624,1,0,0
0.7717391304347798,0.5839506172839513,0.11757857974388825,0.6793956043956044,0.6284584980237155,0,1,0
0.33695652173912716,0.4197530864197561,0.11292200232828871,0.5810439560439561,0.14624505928853754,0,1,0
0.7717391304347798,0.6358024691358048,0.0890570430733411,0.6262362637362638,0.2885375494071146,0,1,0
0.6739130434782604,0.5925925925925923,0.21536670547147846,0.5563186813186813,0.16996047430830039,1,0,0
0.880434782608693,0.8518518518518536,0.17112922002328287,0.462912087912088,0.466403162055336,0,1,0
0.29347826086956436,0.2469135802469129,0.12747380675203726,0.6456043956043956,0.8063241106719368,0,1,0
0.7119565217391326,0.7024691358024668,0.11292200232828871,0.7887362637362638,0.8023715415019763,0,1,0
0.29130434782608805,0.4975308641975331,0.09662398137369034,0.9276098901098901,0.11857707509881422,0,1,0
0.31521739130434573,0.29629629629629967,0.21187427240977882,0.5315934065934067,0.6086956521739131,0,1,0
0.6195652173913039,0.6172839506172823,0.07683352735739232,0.7335164835164836,0.6877470355731226,0,1,0
0.8173913043478251,0.6209876543209896,0.11059371362048893,0.6138736263736264,0.1225296442687747,0,1,0
0.15217391304347597,0.27160493827160276,0.4109429569266589,0.2403846153846154,0.5138339920948617,0,0,1
0.7434782608695634,0.5740740740740766,0.11874272409778813,0.6633241758241759,0.616600790513834,0,1,0
0.3804347826086961,0.4938271604938258,0.45692665890570433,0.23076923076923078,0.09881422924901186,0,1,0
0.5967391304347843,0.45432098765432055,0.15715948777648428,0.542445054945055,0.9051383399209486,0,1,0
0.4782608695652155,0.666666666666669,0.10768335273573923,0.5947802197802199,0.5652173913043478,1,0,0
0.22282608695652326,0.2604938271604948,0.681024447031432,0.14285714285714285,0.6126482213438735,0,1,0
0.20652173913043256,0.2839506172839512,0.31257275902211873,0.30494505494505497,0.7905138339920948,0,1,0
0.5217391304347845,0.7037037037037003,0.15250291036088476,0.5096153846153847,0.3675889328063241,0,1,0
0.5217391304347845,0.4197530864197561,0.3277066356228172,0.36538461538461536,0.36363636363636365,0,0,1
0.8032608695652169,0.6,0.05413271245634459,0.8793956043956044,0.7747035573122529,0,1,0
0.6304347826086977,0.666666666666669,0.2467986030267753,0.43818681318681324,0.6877470355731226,0,0,1
0.23913043478260776,0.3950617283950592,0.14610011641443538,0.6442307692307694,0.02766798418972332,1,0,0
0.3695652173913023,0.333333333333331,0.15250291036088476,0.6291208791208792,0.5335968379446641,0,0,1
0.7815217391304355,0.5617283950617282,0.12165308498253784,0.6302197802197803,0.4268774703557312,0,0,1
0.690217391304345,0.6728395061728362,0.1210710128055879,0.7012362637362638,0.8379446640316206,0,1,0
0.5652173913043473,0.5185185185185157,0.17345750873108265,0.6785714285714287,0.6798418972332015,0,0,1
0.8032608695652169,0.6654320987654285,0.09545983701979045,0.7093406593406594,0.3794466403162055,0,1,0
0.6760869565217368,0.6975308641975331,0.03434225844004657,0.8697802197802199,0.766798418972332,0,1,0
0.39565217391304247,0.288888888888892,0.09371362048894064,0.7857142857142858,0.7272727272727273,0,1,0
0.7510869565217366,0.5358024691358049,0.1239813736903376,0.7901098901098902,0.5612648221343873,0,1,0
0.23913043478260776,0.4320987654320976,0.15017462165308498,0.5631868131868132,0.09486166007905138,0,1,0
0.4347826086956527,0.3580246913580279,0.2048894062863795,0.5164835164835165,0.2648221343873518,1,0,0
0.31521739130434573,0.37037037037036935,0.05878928987194412,0.7843406593406594,0.6442687747035574,0,0,1
0.8097826086956519,0.6259259259259233,0.09138533178114086,0.5990384615384615,0.22924901185770752,0,1,0
0.27499999999999736,0.31604938271604877,0.09138533178114086,0.9766483516483518,0.6679841897233202,1,0,0
0.6130434782608688,0.6580246913580209,0.11641443538998836,0.7203296703296704,0.8102766798418972,0,1,0
0.2565217391304366,0.244444444444446,0.2561117578579744,0.4398351648351649,0.8735177865612648,1,0,0
0.6934782608695655,0.6592592592592613,0.31257275902211873,0.36016483516483516,0.857707509881423,0,0,1
0.5543478260869535,0.48148148148148434,0.20663562281722933,0.47664835164835173,0.4901185770750988,0,1,0
0.4130434782608713,0.5308641975308641,0.28463329452852154,0.4024725274725275,0.7391304347826086,1,0,0
0.5543478260869535,0.555555555555554,0.210128055878929,0.44505494505494514,0.039525691699604744,0,1,0
0.43804347826086715,0.5296296296296307,0.1210710128055879,0.6712912087912088,0.8537549407114624,0,1,0
0.8999999999999981,0.8185185185185156,0.11233993015133877,0.6946428571428572,0.7747035573122529,0,1,0
0.3010869565217375,0.3641975308641951,0.09138533178114086,0.6188186813186815,0.8181818181818182,0,1,0
0.6826086956521717,0.533333333333331,0.05413271245634459,0.8085164835164835,0.07905138339920949,1,0,0
0.7065217391304357,0.5432098765432125,0.7008149010477299,0.13873626373626377,0.8102766798418972,0,0,1
0.5326086956521721,0.7283950617283972,0.08614668218859138,0.7142857142857143,0.3241106719367589,0,0,1
0.8260869565217365,0.6790123456790105,0.1140861466821886,0.7167582417582418,0.5810276679841897,0,1,0
0.2717391304347829,0.20987654320987456,0.20023282887077998,0.5082417582417582,0.541501976284585,0,1,0
0.5543478260869535,0.6172839506172823,0.2840512223515716,0.44642857142857145,0.5019762845849802,1,0,0
0.7499999999999984,0.5938271604938258,0.12165308498253784,0.6001373626373627,0.6561264822134387,0,1,0
0.6913043478260893,0.6246913580246899,0.12223515715948778,0.6968406593406594,0.8260869565217391,0,1,0
0.5326086956521721,0.7037037037037003,0.16414435389988358,0.47664835164835173,0.26877470355731226,0,0,1
0.3695652173913023,0.5432098765432125,0.19674039580908032,0.6442307692307694,0.20948616600790515,0,0,1
0.7804347826086974,0.5629629629629617,0.8771827706635623,0.09821428571428571,0.3557312252964427,0,1,0
0.7913043478260849,0.5765432098765435,0.11059371362048893,0.729945054945055,0.2608695652173913,0,1,0
0.5543478260869535,0.42345679012345644,0.08789289871944121,0.8104395604395604,0.23715415019762845,0,1,0
0.8347826086956539,0.7012345679012334,0.10244470314318975,0.6151098901098901,0.391304347826087,0,1,0
0.23913043478260776,0.3580246913580279,0.15832363213038417,0.5810439560439561,0.33201581027667987,1,0,0
0.7282608695652171,0.6543209876543206,0.40570430733410945,0.2596153846153846,0.18972332015810275,0,1,0
0.7717391304347798,0.555555555555554,0.1350407450523865,0.6854395604395606,0.691699604743083,0,1,0
0.8043478260869551,0.6049382716049407,0.19383003492433062,0.6167582417582419,0.015810276679841896,0,1,0
0.30434782608695815,0.23456790123457144,0.3469150174621653,0.3282967032967033,0.09090909090909091,0,0,1
0.4891304347826093,0.4320987654320976,0.11874272409778813,0.7472527472527474,0.25691699604743085,0,0,1
0.461956521739131,0.6481481481481464,0.12048894062863795,0.6744505494505495,0.8537549407114624,0,1,0
0.43043478260869394,0.33950617283950524,0.11757857974388825,0.8203296703296704,0.13043478260869565,0,0,1
0.4673913043478279,0.3950617283950592,0.1478463329452852,0.6785714285714287,0.4743083003952569,0,1,0
0.34782608695652095,0.40740740740740766,0.16414435389988358,0.5041208791208792,0.7865612648221344,0,1,0
0.5304347826086958,0.566666666666669,0.07508731082654249,0.8133241758241758,0.8142292490118577,0,1,0
0.7663043478260891,0.6987654320987665,0.1589057043073341,0.7100274725274727,0.7075098814229249,0,1,0
0.7576086956521716,0.6320987654320975,0.11175785797438882,0.6153846153846154,0.5177865612648221,1,0,0
0.6630434782608666,0.6172839506172823,0.23282887077997672,0.43131868131868134,0.09090909090909091,0,1,0
0.5652173913043473,0.7654320987654285,0.33876600698486614,0.33653846153846156,0.8181818181818182,0,1,0
0.5999999999999988,0.5308641975308641,0.07683352735739232,0.7767857142857144,0.06324110671936758,1,0,0
0.19565217391304496,0.25925925925926135,0.29860302677532014,0.3269230769230769,0.7154150197628458,0,1,0
0.7499999999999984,0.5432098765432125,0.14726426076833526,0.5714285714285715,0.03557312252964427,0,0,1
0.5282608695652196,0.633333333333331,0.210128055878929,0.47664835164835173,0.8300395256916996,0,1,0
0.39673913043478065,0.544444444444446,0.015133876600698487,0.8502747252747254,0.8063241106719368,0,1,0
0.6739130434782604,0.666666666666669,0.28637951105937137,0.41208791208791207,0.45454545454545453,0,0,1
0.09782608695651938,0.14814814814814634,0.20838183934807916,0.4271978021978022,0.5533596837944664,0,1,0
0.4999999999999969,0.5802469135802438,0.11583236321303841,0.679945054945055,0.7944664031620553,0,0,1
0.7282608695652171,0.5802469135802438,0.4231664726426077,0.2664835164835165,0.6363636363636364,0,1,0
0.7608695652173922,0.7530864197530871,0.22759022118742725,0.42032967032967034,0.7549407114624506,0,0,1
0.10869565217391318,0.19753086419753313,0.11641443538998836,0.6277472527472528,0.039525691699604744,0,0,1
0.8467391304347797,0.844444444444446,0.11466821885913853,0.7630494505494506,0.8063241106719368,0,1,0
0.6956521739130419,0.6037037037037003,0.8766006984866124,0.10851648351648352,0.4901185770750988,0,1,0
0.2054347826086944,0.3358024691358049,0.07043073341094296,0.798489010989011,0.7865612648221344,0,1,0
0.6913043478260893,0.6370370370370383,0.11583236321303841,0.8039835164835165,0.35968379446640314,0,1,0
0.5054347826086938,0.4839506172839512,0.8760186263096624,0.0978021978021978,0.3201581027667984,0,0,1
0.30434782608695815,0.34567901234567944,0.2956926658905704,0.3667582417582418,0.08695652173913043,0,1,0
0.44891304347826094,0.5308641975308641,0.07043073341094296,0.8699175824175824,0.043478260869565216,0,1,0
0.34782608695652095,0.37037037037036935,0.10419091967403958,0.614010989010989,0.13043478260869565,0,0,1
0.25000000000000155,0.3580246913580279,0.12922002328288706,0.6813186813186813,0.691699604743083,0,0,1
0.7065217391304357,0.6913580246913589,0.17636786961583237,0.5549450549450551,0.5849802371541502,0,1,0
0.3934782608695662,0.555555555555554,0.9126891734575088,0.06881868131868132,0.5573122529644269,0,1,0
0.5108695652173907,0.40740740740740766,0.5855646100116414,0.17994505494505492,0.4426877470355731,0,1,0
0.5902173913043492,0.6407407407407386,0.10942956926658906,0.8451923076923077,0.2608695652173913,0,1,0
0.8717391304347817,0.7481481481481463,0.8707799767171129,0.10370879120879122,0.2845849802371542,0,0,1
0.1663043478260842,0.23580246913580488,0.6414435389988359,0.1570054945054945,0.691699604743083,0,1,0
0.6086956521739101,0.6296296296296306,0.1362048894062864,0.6085164835164836,0.08695652173913043,0,0,1
0.28260869565217056,0.23456790123457144,0.18218859138533178,0.46978021978021983,0.15810276679841898,0,1,0
0.4347826086956527,0.4320987654320976,0.3533178114086147,0.2802197802197802,0.49407114624505927,0,1,0
0.3804347826086961,0.5061728395061742,0.17171129220023282,0.4972527472527473,0.3557312252964427,0,1,0
0.31521739130434573,0.25925925925926135,0.21071012805587894,0.440934065934066,0.26877470355731226,0,1,0
0.8304347826086952,0.6962962962962926,0.11583236321303841,0.7373626373626374,0.36363636363636365,0,1,0
0.25000000000000155,0.3950617283950592,0.15424912689173456,0.5412087912087913,0.8142292490118577,0,0,1
0.8249999999999983,0.7160493827160488,0.08207217694994179,0.7373626373626374,0.3241106719367589,0,1,0
0.5217391304347845,0.555555555555554,0.17869615832363214,0.6923076923076924,0.20948616600790515,0,1,0
0.5543478260869535,0.5185185185185157,0.13213038416763678,0.5837912087912088,0.8300395256916996,1,0,0
0.31521739130434573,0.23456790123457144,0.19965075669383003,0.37362637362637363,0.8260869565217391,0,1,0
0.44673913043478464,0.533333333333331,0.119906868451688,0.7174450549450551,0.7944664031620553,0,1,0
0.8195652173913014,0.644444444444446,0.11059371362048893,0.575412087912088,0.4624505928853755,0,1,0
0.8369565217391303,0.8148148148148153,0.18160651920838183,0.5164835164835165,0.49407114624505927,0,1,0
0.3260869565217395,0.4197530864197561,0.24738067520372525,0.4986263736263737,0.07114624505928854,0,1,0
0.42499999999999705,0.3604938271604948,0.057625145518044235,0.88489010989011,0.2964426877470356,0,1,0
0.6076086956521719,0.633333333333331,0.8474970896391153,0.11620879120879123,0.36363636363636365,0,1,0
0.6086956521739101,0.5925925925925923,0.6519208381839348,0.16895604395604397,0.3359683794466403,0,1,0
0.4891304347826093,0.5061728395061742,0.3381839348079162,0.4065934065934066,0.6047430830039525,0,1,0
0.28260869565217056,0.25925925925926135,0.21536670547147846,0.47664835164835173,0.48616600790513836,0,1,0
0.8641304347826085,0.6851851851851847,0.10884749708963912,0.5998626373626375,0.11857707509881422,0,1,0
0.5326086956521721,0.555555555555554,0.15192083818393481,0.5494505494505495,0.2134387351778656,0,0,1
0.8249999999999983,0.6629629629629616,0.09720605355064028,0.689423076923077,0.6837944664031621,0,1,0
0.23913043478260776,0.34567901234567944,0.220023282887078,0.5027472527472527,0.5098814229249012,0,1,0
0.25000000000000155,0.34567901234567944,0.2351571594877765,0.440934065934066,0.28063241106719367,0,1,0
0.5880434782608668,0.7604938271604947,0.11583236321303841,0.7421703296703297,0.7549407114624506,0,1,0
0.7804347826086974,0.5654320987654285,0.09254947613504075,0.7097527472527473,0.2134387351778656,0,1,0
0.6086956521739101,0.6049382716049407,0.3149010477299185,0.3489010989010989,0.6245059288537549,0,0,1
0.7282608695652171,0.4938271604938258,0.2229336437718277,0.4258241758241758,0.8181818181818182,0,1,0
0.31521739130434573,0.3209876543209896,0.1350407450523865,0.6167582417582419,0.766798418972332,0,1,0
0.9130434782608682,0.8395061728395052,0.270081490104773,0.4505494505494506,0.7351778656126482,0,1,0
0.5869565217391287,0.7654320987654285,0.13445867287543656,0.6373626373626374,0.8774703557312253,0,1,0
0.4565217391304341,0.3580246913580279,0.29336437718277064,0.3667582417582418,0.6996047430830039,0,1,0
0.7391304347826109,0.6296296296296306,0.19557625145518046,0.462912087912088,0.16600790513833993,0,0,1
0.44999999999999907,0.35679012345678746,0.6775320139697323,0.14244505494505497,0.7233201581027668,0,1,0
0.3260869565217395,0.2839506172839512,0.3480791618160652,0.30494505494505497,0.3794466403162055,0,0,1
0.3978260869565188,0.45061728395062023,0.07275902211874273,0.9015109890109891,0.5810276679841897,0,1,0
0.652173913043479,0.6543209876543206,0.10477299185098952,0.5590659340659341,0.308300395256917,0,1,0
0.30434782608695815,0.40740740740740766,0.15715948777648428,0.5164835164835165,0.23715415019762845,1,0,0
0.35869565217391475,0.3209876543209896,0.1478463329452852,0.5027472527472527,0.7075098814229249,0,1,0
0.5728260869565205,0.5246913580246899,0.13329452852153667,0.5807692307692308,0.8260869565217391,1,0,0
0.8913043478260868,0.8765432098765435,0.20721769499417927,0.48901098901098905,0.3794466403162055,0,1,0
0.8249999999999983,0.6716049382716027,0.11117578579743888,0.6245879120879122,0.41106719367588934,1,0,0
0.7826086956521736,0.7160493827160488,0.4755529685681024,0.20604395604395606,0.7509881422924901,0,1,0
0.8586956521739116,0.7135802469135819,0.09953434225844005,0.7336538461538462,0.011857707509881422,0,1,0
0.7402173913043489,0.5641975308641951,0.12165308498253784,0.6667582417582418,0.4624505928853755,0,1,0
0.8304347826086952,0.7160493827160488,0.1350407450523865,0.6603021978021978,0.8221343873517787,1,0,0
0.7804347826086974,0.5753086419753101,0.0960419091967404,0.6288461538461538,0.5849802371541502,0,1,0
0.15217391304347597,0.2469135802469129,0.19441210710128057,0.5508241758241759,0.33201581027667987,0,1,0
0.3804347826086961,0.5061728395061742,0.19848661233993015,0.44505494505494514,0.22529644268774704,0,1,0
0.22826086956521396,0.3086419753086411,0.21245634458672877,0.46153846153846156,0.45454545454545453,0,1,0
0.576086956521741,0.7407407407407387,0.18626309662398138,0.6030219780219781,0.08695652173913043,0,1,0
0.5543478260869535,0.7407407407407387,0.20081490104772992,0.4972527472527473,0.2015810276679842,0,1,0
0.4521739130434754,0.4938271604938258,0.30151338766006985,0.33530219780219783,0.6047430830039525,0,1,0
0.3695652173913023,0.3753086419753101,0.09254947613504075,0.6589285714285715,0.8181818181818182,0,1,0
0.4673913043478279,0.4320987654320976,0.25261932479627475,0.4601648351648352,0.1225296442687747,0,1,0
0.6413043478260853,0.641975308641972,0.1490104772991851,0.5686813186813188,0.26877470355731226,0,0,1
0.5217391304347845,0.6913580246913589,0.33760186263096625,0.3131868131868132,0.16600790513833993,0,0,1
0.734782608695652,0.6913580246913589,0.08207217694994179,0.7592032967032968,0.8656126482213439,0,1,0
0.6956521739130419,0.6296296296296306,0.2927823050058207,0.3818681318681319,0.541501976284585,0,0,1
0.576086956521741,0.6259259259259233,0.11350407450523865,0.7806318681318682,0.37549407114624506,0,1,0
0.48804347826087113,0.5320987654320976,0.06868451688009314,0.8942307692307694,0.616600790513834,1,0,0
0.5978260869565225,0.6296296296296306,0.2048894062863795,0.46978021978021983,0.17786561264822134,0,0,1
0.03260869565217519,0.03703703703703834,0.11350407450523865,0.6346153846153847,0.05533596837944664,0,1,0
0.7673913043478273,0.7592592592592613,0.11117578579743888,0.7424450549450551,0.758893280632411,0,1,0
0.19565217391304496,0.333333333333331,0.41443538998835855,0.2706043956043956,0.6126482213438735,0,0,1
0.22826086956521396,0.3209876543209896,0.18335273573923166,0.4807692307692308,0.09090909090909091,0,1,0
0.816304347826087,0.7123456790123485,0.07741559953434225,0.8342032967032967,0.25296442687747034,0,1,0
0.37065217391304045,0.3604938271604948,0.10360884749708964,0.7478021978021979,0.7984189723320159,0,1,0
0.5467391304347803,0.6543209876543206,0.037252619324796274,0.8376373626373628,0.758893280632411,0,1,0
0.6858695652173924,0.5592592592592613,0.08323632130384168,0.7699175824175825,0.16205533596837945,0,1,0
0.40217391304347755,0.5308641975308641,0.12747380675203726,0.5686813186813188,0.43478260869565216,1,0,0
0.576086956521741,0.4197530864197561,0.20081490104772992,0.5494505494505495,0.7430830039525692,0,0,1
0.44347826086956404,0.5395061728395052,0.11466821885913853,0.7337912087912088,0.8023715415019763,0,1,0
0.5489130434782628,0.5962962962962927,0.1548311990686845,0.6281593406593408,0.30039525691699603,0,1,0
0.6739130434782604,0.5925925925925923,0.20954598370197905,0.43818681318681324,0.782608695652174,0,1,0
